id,name,score1,score2
5270,student_5270,72,70
5271,student_5271,61,52
5272,student_5272,57,94
5273,student_5273,53,56
5274,student_5274,50,77
5275,student_5275,69,92
5276,student_5276,98,100
5277,student_5277,86,81
5278,student_5278,54,86
5279,student_5279,97,86
5280,student_5280,68,67
5281,student_5281,63,72
5282,student_5282,56,65
5283,student_5283,83,70
5284,student_5284,54,69
5285,student_5285,72,100
5286,student_5286,93,69
5287,student_5287,67,60
5288,student_5288,82,55
5289,student_5289,60,98
5290,student_5290,80,77
5291,student_5291,91,70
5292,student_5292,97,79
5293,student_5293,81,92
5294,student_5294,84,78
5295,student_5295,79,68
5296,student_5296,85,70
5297,student_5297,95,79
5298,student_5298,60,66
5299,student_5299,83,63
5300,student_5300,55,72
5301,student_5301,93,60
5302,student_5302,57,64
5303,student_5303,64,87
5304,student_5304,57,68
5305,student_5305,77,61
5306,student_5306,53,73
5307,student_5307,95,56
5308,student_5308,61,96
5309,student_5309,91,87
5310,student_5310,92,54
5311,student_5311,58,71
5312,student_5312,54,61
5313,student_5313,99,89
5314,student_5314,68,60
5315,student_5315,86,78
5316,student_5316,58,71
5317,student_5317,99,98
5318,student_5318,75,78
5319,student_5319,91,62
5320,student_5320,99,91
5321,student_5321,56,51
5322,student_5322,72,94
5323,student_5323,72,53
5324,student_5324,78,70
5325,student_5325,58,93
5326,student_5326,50,80
5327,student_5327,93,84
5328,student_5328,75,69
5329,student_5329,81,54
5330,student_5330,75,79
5331,student_5331,98,86
5332,student_5332,92,91
5333,student_5333,61,77
5334,student_5334,82,82
5335,student_5335,82,91
5336,student_5336,63,53
5337,student_5337,93,52
5338,student_5338,82,52
5339,student_5339,96,61
5340,student_5340,84,86
5341,student_5341,93,65
5342,student_5342,77,58
5343,student_5343,55,56
5344,student_5344,63,94
5345,student_5345,61,77
5346,student_5346,61,75
5347,student_5347,76,68
5348,student_5348,62,74
5349,student_5349,57,85
5350,student_5350,94,79
5351,student_5351,81,100
5352,student_5352,72,57
5353,student_5353,59,88
5354,student_5354,90,93
5355,student_5355,75,62
5356,student_5356,57,78
5357,student_5357,91,90
5358,student_5358,58,53
5359,student_5359,89,52
5360,student_5360,55,64
5361,student_5361,82,51
5362,student_5362,56,66
5363,student_5363,62,82
5364,student_5364,69,91
5365,student_5365,51,63
5366,student_5366,88,72
5367,student_5367,88,76
5368,student_5368,91,80
5369,student_5369,51,88
5370,student_5370,81,92
5371,student_5371,81,80
5372,student_5372,98,86
5373,student_5373,54,85
5374,student_5374,97,83
5375,student_5375,64,71
5376,student_5376,82,64
5377,student_5377,89,55
5378,student_5378,68,62
5379,student_5379,81,92
5380,student_5380,89,74
5381,student_5381,88,80
5382,student_5382,76,86
5383,student_5383,94,56
5384,student_5384,67,75
5385,student_5385,77,86
5386,student_5386,56,88
5387,student_5387,53,86
5388,student_5388,97,80
5389,student_5389,72,74
5390,student_5390,94,56
5391,student_5391,54,77
5392,student_5392,55,65
5393,student_5393,61,77
5394,student_5394,78,50
5395,student_5395,91,57
5396,student_5396,85,98
5397,student_5397,89,77
5398,student_5398,55,72
5399,student_5399,59,99
5400,student_5400,97,87
5401,student_5401,70,83
5402,student_5402,50,87
5403,student_5403,58,88
5404,student_5404,55,89
5405,student_5405,95,86
5406,student_5406,54,82
5407,student_5407,56,74
5408,student_5408,77,91
5409,student_5409,88,67
5410,student_5410,85,91
5411,student_5411,61,96
5412,student_5412,55,89
5413,student_5413,92,77
5414,student_5414,63,67
5415,student_5415,95,87
5416,student_5416,83,98
5417,student_5417,67,58
5418,student_5418,83,53
5419,student_5419,83,73
5420,student_5420,75,69
5421,student_5421,60,97
5422,student_5422,59,56
5423,student_5423,92,93
5424,student_5424,100,69
5425,student_5425,97,54
5426,student_5426,69,73
5427,student_5427,76,97
5428,student_5428,70,97
5429,student_5429,52,52
5430,student_5430,63,85
5431,student_5431,98,98
5432,student_5432,96,58
5433,student_5433,60,99
5434,student_5434,50,56
5435,student_5435,53,85
5436,student_5436,88,67
5437,student_5437,59,71
5438,student_5438,68,84
5439,student_5439,63,72
5440,student_5440,62,52
5441,student_5441,62,72
5442,student_5442,50,58
5443,student_5443,92,69
5444,student_5444,85,83
5445,student_5445,98,75
5446,student_5446,52,99
5447,student_5447,54,60
5448,student_5448,72,53
5449,student_5449,64,51
5450,student_5450,81,84
5451,student_5451,93,93
5452,student_5452,62,80
5453,student_5453,64,91
5454,student_5454,95,81
5455,student_5455,99,66
5456,student_5456,54,88
5457,student_5457,85,86
5458,student_5458,55,99
5459,student_5459,97,57
5460,student_5460,50,56
5461,student_5461,67,99
5462,student_5462,73,64
5463,student_5463,51,62
5464,student_5464,95,54
5465,student_5465,82,82
5466,student_5466,86,60
5467,student_5467,96,90
5468,student_5468,51,83
5469,student_5469,84,53
5470,student_5470,56,94
5471,student_5471,56,84
5472,student_5472,89,55
5473,student_5473,81,81
5474,student_5474,83,73
5475,student_5475,95,80
5476,student_5476,87,52
5477,student_5477,79,88
5478,student_5478,50,89
5479,student_5479,79,73
5480,student_5480,86,73
5481,student_5481,54,96
5482,student_5482,74,76
5483,student_5483,77,80
5484,student_5484,92,94
5485,student_5485,96,84
5486,student_5486,81,80
5487,student_5487,71,90
5488,student_5488,57,54
5489,student_5489,95,89
5490,student_5490,68,83
5491,student_5491,76,92
5492,student_5492,60,69
5493,student_5493,69,90
5494,student_5494,58,60
5495,student_5495,89,88
5496,student_5496,86,68
5497,student_5497,71,68
5498,student_5498,79,60
5499,student_5499,73,80
5500,student_5500,69,99
5501,student_5501,96,51
5502,student_5502,69,66
5503,student_5503,52,88
5504,student_5504,95,58
5505,student_5505,63,92
5506,student_5506,63,55
5507,student_5507,55,60
5508,student_5508,51,71
5509,student_5509,74,91
5510,student_5510,80,75
5511,student_5511,78,52
5512,student_5512,76,91
5513,student_5513,88,97
5514,student_5514,79,71
5515,student_5515,50,74
5516,student_5516,72,67
5517,student_5517,67,77
5518,student_5518,80,59
5519,student_5519,83,65
5520,student_5520,78,95
5521,student_5521,85,72
5522,student_5522,84,55
5523,student_5523,73,50
5524,student_5524,69,69
5525,student_5525,81,95
5526,student_5526,95,88
5527,student_5527,79,66
5528,student_5528,95,72
5529,student_5529,82,75
5530,student_5530,64,79
5531,student_5531,96,51
5532,student_5532,94,71
5533,student_5533,76,67
5534,student_5534,90,67
5535,student_5535,66,90
5536,student_5536,77,68
5537,student_5537,84,66
5538,student_5538,61,79
5539,student_5539,78,96
5540,student_5540,92,87
5541,student_5541,59,97
5542,student_5542,100,55
5543,student_5543,74,97
5544,student_5544,58,58
5545,student_5545,72,65
5546,student_5546,50,54
5547,student_5547,65,96
5548,student_5548,58,99
5549,student_5549,66,59
5550,student_5550,85,78
5551,student_5551,52,74
5552,student_5552,65,90
5553,student_5553,61,92
5554,student_5554,60,63
5555,student_5555,89,84
5556,student_5556,77,86
5557,student_5557,70,69
5558,student_5558,61,89
5559,student_5559,62,82
5560,student_5560,59,71
5561,student_5561,85,90
5562,student_5562,72,82
5563,student_5563,100,89
5564,student_5564,78,90
5565,student_5565,55,65
5566,student_5566,58,77
5567,student_5567,58,54
5568,student_5568,90,83
5569,student_5569,99,61
5570,student_5570,67,68
5571,student_5571,75,88
5572,student_5572,61,78
5573,student_5573,58,81
5574,student_5574,66,55
5575,student_5575,56,81
5576,student_5576,95,92
5577,student_5577,65,92
5578,student_5578,76,56
5579,student_5579,81,50
5580,student_5580,67,57
5581,student_5581,67,75
5582,student_5582,82,57
5583,student_5583,56,85
5584,student_5584,53,55
5585,student_5585,58,62
5586,student_5586,61,91
5587,student_5587,79,88
5588,student_5588,98,69
5589,student_5589,56,69
5590,student_5590,89,76
5591,student_5591,60,100
5592,student_5592,89,90
5593,student_5593,69,91
5594,student_5594,52,64
5595,student_5595,98,86
5596,student_5596,99,94
5597,student_5597,69,56
5598,student_5598,84,93
5599,student_5599,88,67
5600,student_5600,75,59
5601,student_5601,92,55
5602,student_5602,71,74
5603,student_5603,53,53
5604,student_5604,76,60
5605,student_5605,79,66
5606,student_5606,65,78
5607,student_5607,92,59
5608,student_5608,75,56
5609,student_5609,92,92
5610,student_5610,89,90
5611,student_5611,50,90
5612,student_5612,89,88
5613,student_5613,58,81
5614,student_5614,66,87
5615,student_5615,91,55
5616,student_5616,56,98
5617,student_5617,54,52
5618,student_5618,75,88
5619,student_5619,100,76
5620,student_5620,89,88
5621,student_5621,54,66
5622,student_5622,81,83
5623,student_5623,90,67
5624,student_5624,61,81
5625,student_5625,98,60
5626,student_5626,98,68
5627,student_5627,67,69
5628,student_5628,62,97
5629,student_5629,93,87
5630,student_5630,55,96
5631,student_5631,74,75
5632,student_5632,62,75
5633,student_5633,70,76
5634,student_5634,70,100
5635,student_5635,83,85
5636,student_5636,80,51
5637,student_5637,79,85
5638,student_5638,58,60
5639,student_5639,96,73
5640,student_5640,57,85
5641,student_5641,66,77
5642,student_5642,93,77
5643,student_5643,94,85
5644,student_5644,65,80
5645,student_5645,99,81
5646,student_5646,80,64
5647,student_5647,76,69
5648,student_5648,72,73
5649,student_5649,79,85
5650,student_5650,51,51
5651,student_5651,67,53
5652,student_5652,80,90
5653,student_5653,76,57
5654,student_5654,58,84
5655,student_5655,74,81
5656,student_5656,55,60
5657,student_5657,70,76
5658,student_5658,55,91
5659,student_5659,97,70
5660,student_5660,57,85
5661,student_5661,53,71
5662,student_5662,70,91
5663,student_5663,67,64
5664,student_5664,96,65
5665,student_5665,75,52
5666,student_5666,84,89
5667,student_5667,97,92
5668,student_5668,85,72
5669,student_5669,71,54
5670,student_5670,61,70
5671,student_5671,58,50
5672,student_5672,93,78
5673,student_5673,70,57
5674,student_5674,58,98
5675,student_5675,61,87
5676,student_5676,50,70
5677,student_5677,72,66
5678,student_5678,66,57
5679,student_5679,86,83
5680,student_5680,96,63
5681,student_5681,64,74
5682,student_5682,68,86
5683,student_5683,59,82
5684,student_5684,98,89
5685,student_5685,91,98
5686,student_5686,78,60
5687,student_5687,73,76
5688,student_5688,80,51
5689,student_5689,86,81
5690,student_5690,52,90
5691,student_5691,80,88
5692,student_5692,85,98
5693,student_5693,98,62
5694,student_5694,66,81
5695,student_5695,50,68
5696,student_5696,87,90
5697,student_5697,58,74
5698,student_5698,70,60
5699,student_5699,88,93
5700,student_5700,64,79
5701,student_5701,85,61
5702,student_5702,93,71
5703,student_5703,69,93
5704,student_5704,84,95
5705,student_5705,88,90
5706,student_5706,54,74
5707,student_5707,91,64
5708,student_5708,54,75
5709,student_5709,95,57
5710,student_5710,80,92
5711,student_5711,57,80
5712,student_5712,66,62
5713,student_5713,65,84
5714,student_5714,78,85
5715,student_5715,62,51
5716,student_5716,84,81
5717,student_5717,84,99
5718,student_5718,78,56
5719,student_5719,65,90
5720,student_5720,87,77
5721,student_5721,76,66
5722,student_5722,52,99
5723,student_5723,87,91
5724,student_5724,60,74
5725,student_5725,91,53
5726,student_5726,63,62
5727,student_5727,53,76
5728,student_5728,64,96
5729,student_5729,90,61
5730,student_5730,54,94
5731,student_5731,55,86
5732,student_5732,64,74
5733,student_5733,91,54
5734,student_5734,63,64
5735,student_5735,99,95
5736,student_5736,66,99
5737,student_5737,85,81
5738,student_5738,86,50
5739,student_5739,100,74
5740,student_5740,60,82
5741,student_5741,79,59
5742,student_5742,51,52
5743,student_5743,76,84
5744,student_5744,68,62
5745,student_5745,51,78
5746,student_5746,70,67
5747,student_5747,88,85
5748,student_5748,93,56
5749,student_5749,99,51
5750,student_5750,77,79
5751,student_5751,50,64
5752,student_5752,55,87
5753,student_5753,89,73
5754,student_5754,96,69
5755,student_5755,78,69
5756,student_5756,99,57
5757,student_5757,95,87
5758,student_5758,59,73
5759,student_5759,56,95
5760,student_5760,68,94
5761,student_5761,80,56
5762,student_5762,67,63
5763,student_5763,85,94
5764,student_5764,51,53
5765,student_5765,69,53
5766,student_5766,67,97
5767,student_5767,71,91
5768,student_5768,85,99
5769,student_5769,76,53
5770,student_5770,83,63
5771,student_5771,58,70
5772,student_5772,58,50
5773,student_5773,75,75
5774,student_5774,92,69
5775,student_5775,68,76
5776,student_5776,50,88
5777,student_5777,89,55
5778,student_5778,55,73
5779,student_5779,74,75
5780,student_5780,99,61
5781,student_5781,70,59
5782,student_5782,80,83
5783,student_5783,52,66
5784,student_5784,62,65
5785,student_5785,62,71
5786,student_5786,85,55
5787,student_5787,82,69
5788,student_5788,52,95
5789,student_5789,76,91
5790,student_5790,56,60
5791,student_5791,69,51
5792,student_5792,51,51
5793,student_5793,72,79
5794,student_5794,87,52
5795,student_5795,58,70
5796,student_5796,76,89
5797,student_5797,66,78
5798,student_5798,51,100
5799,student_5799,61,85
5800,student_5800,88,65
5801,student_5801,96,59
5802,student_5802,71,67
5803,student_5803,61,55
5804,student_5804,57,95
5805,student_5805,75,85
5806,student_5806,99,54
5807,student_5807,72,51
5808,student_5808,94,77
5809,student_5809,55,61
5810,student_5810,61,82
5811,student_5811,80,65
5812,student_5812,95,94
5813,student_5813,63,60
5814,student_5814,94,56
5815,student_5815,96,55
5816,student_5816,80,79
5817,student_5817,52,61
5818,student_5818,85,51
5819,student_5819,54,64
5820,student_5820,90,60
5821,student_5821,76,52
5822,student_5822,91,54
5823,student_5823,92,66
5824,student_5824,91,55
5825,student_5825,86,63
5826,student_5826,50,79
5827,student_5827,74,63
5828,student_5828,53,85
5829,student_5829,60,79
5830,student_5830,54,83
5831,student_5831,64,83
5832,student_5832,92,90
5833,student_5833,65,58
5834,student_5834,96,88
5835,student_5835,86,51
5836,student_5836,90,70
5837,student_5837,65,66
5838,student_5838,71,55
5839,student_5839,92,92
5840,student_5840,71,85
5841,student_5841,57,75
5842,student_5842,70,66
5843,student_5843,96,83
5844,student_5844,68,96
5845,student_5845,65,72
5846,student_5846,95,62
5847,student_5847,57,53
5848,student_5848,51,72
5849,student_5849,67,69
5850,student_5850,81,99
5851,student_5851,66,67
5852,student_5852,88,56
5853,student_5853,63,74
5854,student_5854,55,87
5855,student_5855,99,71
5856,student_5856,82,94
5857,student_5857,51,90
5858,student_5858,85,79
5859,student_5859,99,70
5860,student_5860,91,89
5861,student_5861,82,89
5862,student_5862,91,72
5863,student_5863,53,65
5864,student_5864,65,64
5865,student_5865,98,50
5866,student_5866,97,95
5867,student_5867,91,67
5868,student_5868,96,58
5869,student_5869,83,75
5870,student_5870,69,65
5871,student_5871,81,50
5872,student_5872,51,74
5873,student_5873,72,57
5874,student_5874,60,67
5875,student_5875,94,60
5876,student_5876,68,61
5877,student_5877,68,66
5878,student_5878,91,91
5879,student_5879,91,54
5880,student_5880,71,98
5881,student_5881,50,94
5882,student_5882,74,85
5883,student_5883,53,90
5884,student_5884,60,63
5885,student_5885,72,68
5886,student_5886,95,72
5887,student_5887,55,84
5888,student_5888,83,92
5889,student_5889,58,100
5890,student_5890,60,61
5891,student_5891,74,72
5892,student_5892,55,58
5893,student_5893,78,85
5894,student_5894,86,76
5895,student_5895,66,56
5896,student_5896,74,91
5897,student_5897,90,91
5898,student_5898,67,97
5899,student_5899,56,60
5900,student_5900,99,65
5901,student_5901,55,54
5902,student_5902,91,73
5903,student_5903,75,77
5904,student_5904,95,55
5905,student_5905,71,77
5906,student_5906,96,69
5907,student_5907,59,50
5908,student_5908,89,72
5909,student_5909,74,81
5910,student_5910,62,75
5911,student_5911,77,75
5912,student_5912,90,99
5913,student_5913,86,58
5914,student_5914,86,59
5915,student_5915,95,100
5916,student_5916,53,68
5917,student_5917,89,76
5918,student_5918,54,83
5919,student_5919,52,59
5920,student_5920,68,74
5921,student_5921,78,54
5922,student_5922,63,75
5923,student_5923,58,55
5924,student_5924,65,83
5925,student_5925,60,95
5926,student_5926,81,51
5927,student_5927,63,82
5928,student_5928,58,85
5929,student_5929,54,76
5930,student_5930,65,87
5931,student_5931,53,68
5932,student_5932,91,50
5933,student_5933,69,68
5934,student_5934,78,80
5935,student_5935,79,52
5936,student_5936,81,80
5937,student_5937,86,71
5938,student_5938,98,51
5939,student_5939,100,73
5940,student_5940,88,54
5941,student_5941,74,75
5942,student_5942,57,100
5943,student_5943,84,80
5944,student_5944,79,84
5945,student_5945,88,59
5946,student_5946,57,82
5947,student_5947,69,93
5948,student_5948,76,77
5949,student_5949,87,58
5950,student_5950,54,86
5951,student_5951,97,57
5952,student_5952,100,74
5953,student_5953,57,51
5954,student_5954,68,98
5955,student_5955,87,51
5956,student_5956,58,91
5957,student_5957,78,52
5958,student_5958,68,81
5959,student_5959,76,74
5960,student_5960,59,87
5961,student_5961,55,60
5962,student_5962,97,84
5963,student_5963,83,50
5964,student_5964,62,56
5965,student_5965,53,79
5966,student_5966,86,63
5967,student_5967,72,91
5968,student_5968,98,90
5969,student_5969,96,97
5970,student_5970,76,77
5971,student_5971,62,86
5972,student_5972,55,55
5973,student_5973,69,66
5974,student_5974,94,62
5975,student_5975,96,65
5976,student_5976,54,63
5977,student_5977,86,96
5978,student_5978,72,87
5979,student_5979,50,75
5980,student_5980,60,56
5981,student_5981,73,71
5982,student_5982,78,71
5983,student_5983,63,82
5984,student_5984,84,91
5985,student_5985,85,52
5986,student_5986,92,77
5987,student_5987,57,85
5988,student_5988,96,98
5989,student_5989,68,78
5990,student_5990,71,66
5991,student_5991,90,76
5992,student_5992,91,94
5993,student_5993,71,63
5994,student_5994,56,87
5995,student_5995,68,56
5996,student_5996,53,89
5997,student_5997,80,78
5998,student_5998,52,56
5999,student_5999,65,98
6000,student_6000,95,67
6001,student_6001,52,57
6002,student_6002,66,97
6003,student_6003,76,74
6004,student_6004,95,71
6005,student_6005,99,70
6006,student_6006,89,57
6007,student_6007,87,58
6008,student_6008,99,91
6009,student_6009,77,53
6010,student_6010,74,51
6011,student_6011,65,81
6012,student_6012,87,65
6013,student_6013,52,82
6014,student_6014,85,65
6015,student_6015,84,98
6016,student_6016,65,73
6017,student_6017,77,65
6018,student_6018,79,51
6019,student_6019,52,73
6020,student_6020,79,95
6021,student_6021,69,63
6022,student_6022,60,55
6023,student_6023,55,70
6024,student_6024,98,71
6025,student_6025,96,83
6026,student_6026,80,99
6027,student_6027,64,66
6028,student_6028,81,75
6029,student_6029,64,67
6030,student_6030,95,95
6031,student_6031,53,56
6032,student_6032,82,92
6033,student_6033,74,59
6034,student_6034,54,73
6035,student_6035,57,60
6036,student_6036,97,90
6037,student_6037,85,54
6038,student_6038,87,88
6039,student_6039,68,50
6040,student_6040,50,79
6041,student_6041,50,91
6042,student_6042,65,81
6043,student_6043,79,99
6044,student_6044,63,51
6045,student_6045,73,100
6046,student_6046,54,82
6047,student_6047,55,61
6048,student_6048,90,56
6049,student_6049,84,94
6050,student_6050,62,90
6051,student_6051,56,99
6052,student_6052,87,90
6053,student_6053,97,84
6054,student_6054,61,83
6055,student_6055,65,93
6056,student_6056,93,60
6057,student_6057,90,74
6058,student_6058,86,51
6059,student_6059,68,81
6060,student_6060,63,68
6061,student_6061,94,66
6062,student_6062,75,100
6063,student_6063,64,93
6064,student_6064,50,87
6065,student_6065,55,65
6066,student_6066,64,90
6067,student_6067,65,94
6068,student_6068,90,54
6069,student_6069,77,93
6070,student_6070,92,78
6071,student_6071,87,66
6072,student_6072,71,94
6073,student_6073,93,53
6074,student_6074,71,58
6075,student_6075,96,77
6076,student_6076,54,55
6077,student_6077,63,72
6078,student_6078,73,53
6079,student_6079,72,88
6080,student_6080,72,52
6081,student_6081,76,96
6082,student_6082,72,63
6083,student_6083,77,68
6084,student_6084,51,68
6085,student_6085,86,71
6086,student_6086,63,96
6087,student_6087,75,60
6088,student_6088,55,58
6089,student_6089,66,84
6090,student_6090,52,53
6091,student_6091,90,70
6092,student_6092,59,79
6093,student_6093,73,99
6094,student_6094,50,100
6095,student_6095,60,82
6096,student_6096,77,87
6097,student_6097,50,96
6098,student_6098,90,80
6099,student_6099,80,59
6100,student_6100,82,53
6101,student_6101,77,68
6102,student_6102,81,66
6103,student_6103,52,65
6104,student_6104,93,72
6105,student_6105,65,81
6106,student_6106,83,63
6107,student_6107,63,98
6108,student_6108,99,78
6109,student_6109,89,81
6110,student_6110,61,74
6111,student_6111,70,97
6112,student_6112,90,62
6113,student_6113,56,74
6114,student_6114,96,95
6115,student_6115,55,67
6116,student_6116,70,71
6117,student_6117,65,79
6118,student_6118,90,97
6119,student_6119,86,89
6120,student_6120,52,71
6121,student_6121,86,87
6122,student_6122,79,83
6123,student_6123,98,55
6124,student_6124,82,54
6125,student_6125,66,76
6126,student_6126,93,50
6127,student_6127,55,55
6128,student_6128,83,90
6129,student_6129,95,93
6130,student_6130,78,88
6131,student_6131,72,70
6132,student_6132,59,87
6133,student_6133,77,75
6134,student_6134,69,100
6135,student_6135,50,61
6136,student_6136,82,75
6137,student_6137,71,86
6138,student_6138,69,98
6139,student_6139,86,94
6140,student_6140,96,77
6141,student_6141,65,65
6142,student_6142,62,65
6143,student_6143,77,51
6144,student_6144,54,65
6145,student_6145,88,73
6146,student_6146,67,53
6147,student_6147,63,82
6148,student_6148,68,74
6149,student_6149,64,56
6150,student_6150,85,64
6151,student_6151,69,64
6152,student_6152,71,58
6153,student_6153,83,88
6154,student_6154,79,92
6155,student_6155,61,98
6156,student_6156,59,90
6157,student_6157,84,80
6158,student_6158,55,62
6159,student_6159,74,92
6160,student_6160,58,86
6161,student_6161,79,89
6162,student_6162,60,50
6163,student_6163,77,86
6164,student_6164,92,58
6165,student_6165,51,97
6166,student_6166,61,55
6167,student_6167,95,78
6168,student_6168,86,97
6169,student_6169,89,64
6170,student_6170,66,54
6171,student_6171,74,50
6172,student_6172,68,56
6173,student_6173,55,90
6174,student_6174,77,53
6175,student_6175,62,78
6176,student_6176,71,57
6177,student_6177,88,66
6178,student_6178,68,84
6179,student_6179,65,99
6180,student_6180,65,64
6181,student_6181,71,51
6182,student_6182,99,64
6183,student_6183,75,68
6184,student_6184,61,64
6185,student_6185,58,83
6186,student_6186,81,61
6187,student_6187,59,65
6188,student_6188,57,65
6189,student_6189,52,93
6190,student_6190,54,100
6191,student_6191,74,69
6192,student_6192,62,92
6193,student_6193,81,57
6194,student_6194,89,91
6195,student_6195,55,65
6196,student_6196,55,73
6197,student_6197,61,69
6198,student_6198,56,99
6199,student_6199,97,90
6200,student_6200,59,81
6201,student_6201,97,89
6202,student_6202,93,90
6203,student_6203,61,50
6204,student_6204,67,83
6205,student_6205,80,51
6206,student_6206,94,94
6207,student_6207,58,85
6208,student_6208,87,63
6209,student_6209,60,57
6210,student_6210,50,86
6211,student_6211,98,75
6212,student_6212,57,50
6213,student_6213,92,94
6214,student_6214,92,84
6215,student_6215,89,50
6216,student_6216,55,67
6217,student_6217,89,66
6218,student_6218,97,72
6219,student_6219,64,50
6220,student_6220,92,66
6221,student_6221,59,67
6222,student_6222,85,81
6223,student_6223,55,99
6224,student_6224,95,88
6225,student_6225,91,97
6226,student_6226,77,76
6227,student_6227,51,77
6228,student_6228,63,71
6229,student_6229,75,50
6230,student_6230,65,75
6231,student_6231,84,94
6232,student_6232,95,99
6233,student_6233,60,51
6234,student_6234,92,94
6235,student_6235,85,63
6236,student_6236,65,85
6237,student_6237,50,79
6238,student_6238,57,96
6239,student_6239,67,65
6240,student_6240,81,55
6241,student_6241,82,80
6242,student_6242,85,68
6243,student_6243,64,63
6244,student_6244,98,71
6245,student_6245,83,70
6246,student_6246,75,50
6247,student_6247,91,55
6248,student_6248,57,56
6249,student_6249,91,65
6250,student_6250,80,55
6251,student_6251,100,89
6252,student_6252,72,67
6253,student_6253,83,66
6254,student_6254,69,98
6255,student_6255,64,79
6256,student_6256,71,99
6257,student_6257,65,56
6258,student_6258,50,86
6259,student_6259,74,68
6260,student_6260,57,65
6261,student_6261,68,84
6262,student_6262,69,96
6263,student_6263,66,51
6264,student_6264,70,95
6265,student_6265,79,56
6266,student_6266,74,52
6267,student_6267,58,70
6268,student_6268,97,59
6269,student_6269,57,100
6270,student_6270,90,68
6271,student_6271,66,82
6272,student_6272,86,67
6273,student_6273,71,75
6274,student_6274,52,51
6275,student_6275,63,61
6276,student_6276,73,78
6277,student_6277,97,82
6278,student_6278,98,72
6279,student_6279,55,70
6280,student_6280,53,53
6281,student_6281,57,57
6282,student_6282,51,100
6283,student_6283,98,79
6284,student_6284,50,53
6285,student_6285,53,98
6286,student_6286,63,59
6287,student_6287,93,94
6288,student_6288,86,93
6289,student_6289,81,50
6290,student_6290,56,60
6291,student_6291,100,82
6292,student_6292,52,57
6293,student_6293,80,74
6294,student_6294,77,56
6295,student_6295,79,69
6296,student_6296,53,89
6297,student_6297,53,58
6298,student_6298,83,93
6299,student_6299,84,75
6300,student_6300,100,82
6301,student_6301,52,70
6302,student_6302,85,85
6303,student_6303,71,99
6304,student_6304,70,55
6305,student_6305,60,89
6306,student_6306,57,72
6307,student_6307,61,89
6308,student_6308,75,67
6309,student_6309,79,85
6310,student_6310,76,53
6311,student_6311,93,63
6312,student_6312,96,66
6313,student_6313,93,73
6314,student_6314,80,100
6315,student_6315,73,93
6316,student_6316,76,78
6317,student_6317,60,85
6318,student_6318,94,55
6319,student_6319,51,90
6320,student_6320,94,84
6321,student_6321,81,96
6322,student_6322,57,54
6323,student_6323,89,61
6324,student_6324,90,84
6325,student_6325,63,86
6326,student_6326,55,90
6327,student_6327,81,96
6328,student_6328,71,60
6329,student_6329,97,91
6330,student_6330,54,94
6331,student_6331,83,69
6332,student_6332,73,55
6333,student_6333,82,92
6334,student_6334,92,83
6335,student_6335,61,58
6336,student_6336,63,61
6337,student_6337,67,66
6338,student_6338,96,72
6339,student_6339,60,77
6340,student_6340,75,72
6341,student_6341,65,50
6342,student_6342,51,71
6343,student_6343,55,77
6344,student_6344,96,76
6345,student_6345,70,63
6346,student_6346,55,60
6347,student_6347,71,60
6348,student_6348,73,89
6349,student_6349,66,75
6350,student_6350,68,66
6351,student_6351,78,90
6352,student_6352,72,99
6353,student_6353,88,63
6354,student_6354,58,83
6355,student_6355,55,70
6356,student_6356,56,96
6357,student_6357,91,70
6358,student_6358,80,61
6359,student_6359,66,50
6360,student_6360,75,50
6361,student_6361,89,95
6362,student_6362,97,80
6363,student_6363,89,50
6364,student_6364,66,85
6365,student_6365,66,86
6366,student_6366,56,84
6367,student_6367,67,80
6368,student_6368,62,50
6369,student_6369,58,87
6370,student_6370,61,82
6371,student_6371,67,89
6372,student_6372,54,71
6373,student_6373,93,79
6374,student_6374,62,70
6375,student_6375,80,58
6376,student_6376,94,92
6377,student_6377,65,68
6378,student_6378,88,73
6379,student_6379,51,100
6380,student_6380,84,79
6381,student_6381,68,75
6382,student_6382,73,85
6383,student_6383,55,92
6384,student_6384,63,56
6385,student_6385,89,72
6386,student_6386,91,67
6387,student_6387,54,60
6388,student_6388,82,94
6389,student_6389,82,92
6390,student_6390,72,73
6391,student_6391,76,89
6392,student_6392,79,68
6393,student_6393,96,62
6394,student_6394,50,52
6395,student_6395,58,85
6396,student_6396,50,92
6397,student_6397,55,67
6398,student_6398,62,77
6399,student_6399,81,95
6400,student_6400,90,60
6401,student_6401,74,96
6402,student_6402,89,64
6403,student_6403,91,59
6404,student_6404,90,67
6405,student_6405,65,77
6406,student_6406,65,52
6407,student_6407,75,77
6408,student_6408,75,73
6409,student_6409,97,60
6410,student_6410,77,51
6411,student_6411,96,85
6412,student_6412,54,79
6413,student_6413,94,82
6414,student_6414,94,58
6415,student_6415,53,71
6416,student_6416,77,92
6417,student_6417,72,54
6418,student_6418,51,66
6419,student_6419,89,95
6420,student_6420,86,97
6421,student_6421,94,95
6422,student_6422,70,91
6423,student_6423,83,72
6424,student_6424,95,87
6425,student_6425,63,53
6426,student_6426,63,80
6427,student_6427,56,78
6428,student_6428,91,69
6429,student_6429,93,92
6430,student_6430,78,62
6431,student_6431,82,87
6432,student_6432,55,57
6433,student_6433,51,80
6434,student_6434,65,54
